uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn	pointedness	elongation	polarasymmetry	volume
2_78_2019	2019	2_117	2	78	2_78	A			1.1792	0.8893	0.1792	0.1245	350	15.82	13.791				"top to bottom, will be right to left if horizontal"	278171896		131	4	3	3	29	3	Color_Stress	Cont_Con	SY	20.25	120	29.3							1	2	0	3				
2_82_2019	2019	2_82	2	82	2_82	A			1.2025	0.8751	0.2025	0.1427	340	16.395	14.652					278171873	272106974	138	6	6	6	73	0	Color_Stress	Cont_Con	SY	18.5	107	27.7	19	121	28.5				0	2	0	2				
2_82_2019	2019	2_82	2	82	2_82	B			1.1863	0.7783	0.1863	0.2848	350	16.934	13.412					278171873	272106974	138	6	6	6	73	0	Color_Stress	Cont_Con	SY	18.5	107	27.7	19	121	28.5				0	2	0	2				
2_82_2019	2019	2_117	2	82	2_82	B			1.162	0.808	0.162	0.2376	386	17.138	14.268					278171873	272106974	138	6	6	6	73	0	Color_Stress	Cont_Con	SY	18.5	107	27.7	19	121	28.5				0	2	0	2				
2_82_2019	2019	2_117	2	82	2_82	C			1.1928	0.8125	0.1928	0.2308	368	16.431	13.552					278171873	272106974	138	6	6	6	73	0	Color_Stress	Cont_Con	SY	18.5	107	27.7	19	121	28.5				0	2	0	2				
2_82_2019	2019	2_82	2	82	2_82	C			1.1935	0.7901	0.1935	0.2657	351	17.129	13.776					278171873	272106974	138	6	6	6	73	0	Color_Stress	Cont_Con	SY	18.5	107	27.7	19	121	28.5				0	2	0	2				
2_85_2019	2019	2_64	2	85	2_85	A			1.3343	0.7031	0.3343	0.4224	420	20.325	14.653				Some confusion about this nest and 85	281128602	278172287	142	6	5	5	50.5	5	Color_Stress	Cont_Dul	ASY	23.5	116	27.4	18	121	28.9				4	1	0	5				
2_85_2019	2019	2_64_85	2	85	2_85	A			1.3299	0.67661	0.32995	0.47795	479	21.56	14.67				Some confusion about this nest and 85	281128602	278172287	142	6	5	5	50.5	5	Color_Stress	Cont_Dul	ASY	23.5	116	27.4	18	121	28.9				4	1	0	5				
2_85_2019	2019	2_64	2	85	2_85	B			1.3306	0.6854	0.3306	0.459	413	20.168	14.145					281128602	278172287	142	6	5	5	50.5	5	Color_Stress	Cont_Dul	ASY	23.5	116	27.4	18	121	28.9				4	1	0	5				
2_85_2019	2019	2_64_85	2	85	2_85	B			1.2614	0.71477	0.26142	0.39905	439	19.394	14.642					281128602	278172287	142	6	5	5	50.5	5	Color_Stress	Cont_Dul	ASY	23.5	116	27.4	18	121	28.9				4	1	0	5				
2_85_2019	2019	2_64_85	2	85	2_85	C			1.2221	0.7156	0.22215	0.39752	417	18.425	13.296					281128602	278172287	142	6	5	5	50.5	5	Color_Stress	Cont_Dul	ASY	23.5	116	27.4	18	121	28.9				4	1	0	5				
2_92_2021	2021	2_92	2	92	2_92	F			1.1705	0.71398	0.17052	0.4006	348	19.186	14.099					281174803	281174702	135	7	1			1	Cold_Snap	Cold_Control	ASY	23.5	116	28.2	20	121	28.7											
2_92_2021	2021	2_92	2	92	2_92	G			1.1386	0.776	0.1386	0.2887	340	18.663	14.697					281174803	281174702	135	7	1			1	Cold_Snap	Cold_Control	ASY	23.5	116	28.2	20	121	28.7											
2_96_2021	2021	2_96	2	96	2_96	A			1.1885	0.78253	0.18848	0.27791	411	19.487	15.582					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_96_2021	2021	2_96	2	96	2_96	B			1.2333	0.72781	0.23325	0.37399	414	19.641	14.655					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_96_2021	2021	2_96	2	96	2_96	C			1.2013	0.7311	0.20134	0.36779	398	18.896	14.243					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_96_2021	2021	2_96	2	96	2_96	D			1.2139	0.7247	0.2139	0.37987	395	18.706	13.951					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_96_2021	2021	2_96	2	96	2_96	E			1.1831	0.76042	0.18305	0.31507	387	18.314	14.23					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_96_2021	2021	2_96	2	96	2_96	F			1.1826	0.79283	0.18255	0.26131	397	18.754	15.199					281128602	272108255	138	6	5			5	Cold_Snap	Cold_Control	ASY	20	120	29	20	122	28.8											
2_99_2019	2019	2.34.2019b	2	99	2_99	A			1.1887	0.8279	0.1887	0.2078	371	17.45	14.838					281128601	278171894	144	5	4	4	36	4	Color_Stress	Cont_Con	SY	19.5	116	28.1	17.5	122	29				1	1	2	2				
2_99_2019	2019	2.34.2019b	2	99	2_99	B			1.2723	0.6835	0.2723	0.4631	413	19.705	13.309					281128601	278171894	144	5	4	4	36	4	Color_Stress	Cont_Con	SY	19.5	116	28.1	17.5	122	29				1	1	2	2				
2_99_2019	2019	2.99.2019c	2	99	2_99	B			1.2188	0.718	0.2188	0.3927	360	18.333	13.559					281128601	278171894	144	5	4	4	36	4	Color_Stress	Cont_Con	SY	19.5	116	28.1	17.5	122	29				1	1	2	2				
2_99_2019	2019	2.34.2019b	2	99	2_99	C			1.2621	0.7137	0.2621	0.4011	395	18.892	13.574					281128601	278171894	144	5	4	4	36	4	Color_Stress	Cont_Con	SY	19.5	116	28.1	17.5	122	29				1	1	2	2				
2_99_2019	2019	2.99.2019c	2	99	2_99	D			1.2777	0.6682	0.2777	0.4967	386	19.841	13.725					281128601	278171894	144	5	4	4	36	4	Color_Stress	Cont_Con	SY	19.5	116	28.1	17.5	122	29				1	1	2	2				
2_100_2021	2021	2_100	2	100	2_100	A			1.2183	0.7882	0.21834	0.26872	371	19.032	15.382					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_100_2021	2021	2_100	2	100	2_100	B			1.2224	0.7135	0.2224	0.4016	387	19.829	14.574					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_100_2021	2021	2_100	2	100	2_100	C			1.2848	0.7168	0.2848	0.3951	374	19.127	14.206					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_100_2021	2021	2_100	2	100	2_100	D			1.219	0.7839	0.219	0.2757	341	17.446	14.109					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_100_2021	2021	2_100	2	100	2_100	E			1.248	0.7651	0.248	0.3069	361	18.427	14.71					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_100_2021	2021	2_100	2	100	2_100	F			1.1918	0.81615	0.19183	0.22526	357	18.329	15.414					281174993		139	6	0			0	Cold_Snap		ASY	20.5	119	28.5														
2_103_2021	2021	2_103	2	103	2_103	A	1.7	1	1.2888	0.67149	0.28876	0.48921	537	21.464	14.862					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_103_2021	2021	2_103	2	103	2_103	B	1.9	2	1.4107	0.6745	0.41065	0.48258	514	20.515	14.204					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_103_2021	2021	2_103	2	103	2_103	C	1.6	3t6	1.2462	0.67504	0.24618	0.4814	499	19.936	13.869					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_103_2021	2021	2_103	2	103	2_103	D	1.8	3t6	1.181	0.67329	0.18101	0.48524	498	19.864	13.422					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_103_2021	2021	2_103	2	103	2_103	E	1.7	3t6	1.3316	0.67609	0.33164	0.4791	508	20.261	14.339					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_103_2021	2021	2_103	2	103	2_103	F	1.7	3t6	1.2087	0.7381	0.20865	0.35483	498	19.927	15.024					281128550	281174999	132	6	4			4	Carryover	Prev_Cort	ASY	23.25	121	29.4	21	126	29.6											
2_104_2021	2021	2_104	2	104	2_104	A			1.2638	0.78447	0.26385	0.27474	419	19.442	15.458					281174518	281174535	136	6	3			3	Carryover	Prev_Cort	ASY	23	119	28.4	19.5	118	29.1											
2_104_2021	2021	2_104	2	104	2_104	B			1.2687	0.71498	0.26867	0.39865	427	19.883	14.563					281174518	281174535	136	6	3			3	Carryover	Prev_Cort	ASY	23	119	28.4	19.5	118	29.1											
2_104_2021	2021	2_104	2	104	2_104	C			1.1767	0.74122	0.17671	0.34913	407	18.847	14.349					281174518	281174535	136	6	3			3	Carryover	Prev_Cort	ASY	23	119	28.4	19.5	118	29.1											
2_104_2021	2021	2_104	2	104	2_104	D			1.2115	0.79693	0.21154	0.25481	411	18.974	15.544					281174518	281174535	136	6	3			3	Carryover	Prev_Cort	ASY	23	119	28.4	19.5	118	29.1											
2_105_2019	2019	2.105.2019c	2	105	2_105	A			1.12	0.7969	0.12	0.2548	297	17.186	13.629					278172158	281128742	140	6	5	5	48	5	Color_Stress	Pred_Dul	SY	19.5	111	28.3	19	121	28.8				4	1	0	5				
2_105_2021	2021	2_105	2	105	2_105	A			1.1327	0.89	0.13275	0.12359	387	18.097	16.222					281128549		137	5	5			0	Carryover	Prev_Cort	ASY	21.5	118	28.9														
2_105_2019	2019	2_107	2	105	2_105	B			1.1738	0.7176	0.1738	0.3936	376	18.787	13.702					278172158	281128742	140	6	5	5	48	5	Color_Stress	Pred_Dul	SY	19.5	111	28.3	19	121	28.8				4	1	0	5				
2_105_2021	2021	2_105	2	105	2_105	B			1.1831	0.78348	0.18306	0.27635	400	18.692	14.758					281128549		137	5	5			0	Carryover	Prev_Cort	ASY	21.5	118	28.9														
2_105_2019	2019	2_107	2	105	2_105	C			1.2672	0.6629	0.2672	0.5084	388	19.536	13.024					278172158	281128742	140	6	5	5	48	5	Color_Stress	Pred_Dul	SY	19.5	111	28.3	19	121	28.8				4	1	0	5				
2_105_2021	2021	2_105	2	105	2_105	C			1.1616	0.79433	0.16157	0.25892	394	18.416	14.767					281128549		137	5	5			0	Carryover	Prev_Cort	ASY	21.5	118	28.9														
2_105_2021	2021	2_105	2	105	2_105	D			1.1625	0.81295	0.16253	0.23009	391	18.278	15.006					281128549		137	5	5			0	Carryover	Prev_Cort	ASY	21.5	118	28.9														
2_105_2019	2019	2.105.2019c	2	105	2_105	E			1.0469	0.6965	0.0469	0.4358	293	17.021	12.239			yes	"mask did not work well, maybe exclude"	278172158	281128742	140	6	5	5	48	5	Color_Stress	Pred_Dul	SY	19.5	111	28.3	19	121	28.8				4	1	0	5				
2_105_2019	2019	2.6.2019a	2	105	2_105	E			1.1402	0.75947	0.14021	0.31671	325	17.362	13.426					278172158	281128742	140	6	5	5	48	5	Color_Stress	Pred_Dul	SY	19.5	111	28.3	19	121	28.8				4	1	0	5				
2_105_2021	2021	2_105	2	105	2_105	E			1.1356	0.79702	0.1356	0.25468	418	19.51	15.771					281128549		137	5	5			0	Carryover	Prev_Cort	ASY	21.5	118	28.9														
2_107_2019	2019	2.6.2019a	2	107	2_107	A			1.2345	0.68414	0.23453	0.4617	348	18.798	13.137				Left to right but pic is upside down	278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2021	2021	2_107	2	107	2_107	A			1.1621	0.80454	0.16211	0.24295	432	18.995	15.42					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2019	2019	2.6.2019a	2	107	2_107	B			1.2373	0.64841	0.23729	0.54224	368	19.961	13.277					278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2021	2021	2_107	2	107	2_107	B			1.201	0.76577	0.20096	0.30588	425	18.662	14.504					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2021	2021	2_107	2	107	2_107	C			1.1669	0.70901	0.16685	0.41041	430	18.878	13.426					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2019	2019	2_107	2	107	2_107	D			1.2174	0.663	0.2174	0.5083	395	19.893	13.519					278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2021	2021	2_107	2	107	2_107	D			1.1498	0.74563	0.14984	0.34115	431	18.896	14.277					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2019	2019	2_107	2	107	2_107	E			1.2143	0.633	0.2143	0.5798	402	20.167	13.117					278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2021	2021	2_107	2	107	2_107	E			1.1236	0.76621	0.12358	0.30512	440	19.356	14.917					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2019	2019	2.105.2019c	2	107	2_107	F			1.1857	0.6618	0.1857	0.5111	307	18.525	11.927			yes	"mask did not work well, maybe exclude"	278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2019	2019	2_107	2	107	2_107	F			1.1771	0.6334	0.1771	0.5788	430	21.54	13.934					278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_107_2021	2021	2_107	2	107	2_107	F			1.1426	0.81672	0.14264	0.22441	426	18.682	15.409					281174508	240150400	135	6	5			5	Carryover	Prev_Control	ASY	23.5	115	28.8	19.5	121	29											
2_107_2019	2019	2_107	2	107	2_107	G			1.2255	0.6272	0.2255	0.5945	427	21.376	13.602					278171876		140	7	0	0	0	0	Color_Stress	Cont_Dul	SY	24.25	119	28.8														
2_109_2021	2021	2_109	2	109	2_109	A			1.2724	0.7831	0.27244	0.27698	404	19.44	15.709					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_109_2021	2021	2_109	2	109	2_109	B			1.2336	0.75041	0.23356	0.33261	404	19.371	15.028					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_109_2021	2021	2_109	2	109	2_109	C			1.2594	0.73192	0.25944	0.36626	402	19.312	14.646					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_109_2021	2021	2_109	2	109	2_109	D			1.2476	0.7205	0.24757	0.38795	401	19.179	14.351					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_109_2021	2021	2_109	2	109	2_109	E			1.255	0.7567	0.255	0.3215	383	18.368	14.194					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_109_2021	2021	2_109	2	109	2_109	F			1.2672	0.7937	0.2672	0.26	370	17.721	14.45					278172163	263114244	135	6	6			6	Carryover	Prev_Control	ASY	24.5	118	29.1	20.5	128	29.2											
2_111_2021	2021	2_111	2	111	2_111	A		1t2	1.2576	0.74052	0.25758	0.3504	463	19.861	14.771					278172145	281174998	131	5	3			3	Carryover	Prev_Cort	ASY	23.25	118	28.6	21.5	128	29.1											
2_111_2021	2021	2_111	2	111	2_111	B		1t2	1.2803	0.66348	0.28032	0.50721	474	20.326	13.789					278172145	281174998	131	5	3			3	Carryover	Prev_Cort	ASY	23.25	118	28.6	21.5	128	29.1											
2_111_2021	2021	2_111	2	111	2_111	C		3	1.2394	0.67718	0.23943	0.47671	466	19.93	13.711					278172145	281174998	131	5	3			3	Carryover	Prev_Cort	ASY	23.25	118	28.6	21.5	128	29.1											
2_111_2021	2021	2_111	2	111	2_111	D		4t5	1.2028	0.7216	0.20277	0.38581	471	20.204	14.891					278172145	281174998	131	5	3			3	Carryover	Prev_Cort	ASY	23.25	118	28.6	21.5	128	29.1											
2_111_2021	2021	2_111	2	111	2_111	E		4t5	1.2718	0.71354	0.27176	0.40147	486	20.733	14.939					278172145	281174998	131	5	3			3	Carryover	Prev_Cort	ASY	23.25	118	28.6	21.5	128	29.1											
2_114_2019	2019	2_114	2	114	2_114	A			1.2027	0.6967	0.2027	0.4354	396	19.663	14.112				"top to bottom, will be right to left if horizontal"	281128604		149	4	0	0	0	0	Color_Stress	Cont_Dul	SY	21	118	28.4														
2_114_2021	2021	2_114	2	114	2_114	A			1.1997	0.78988	0.19967	0.26601	416	18.866	15.246					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_114_2019	2019	2_114	2	114	2_114	B			1.2132	0.7167	0.2132	0.3952	387	19.337	14.163					281128604		149	4	0	0	0	0	Color_Stress	Cont_Dul	SY	21	118	28.4														
2_114_2021	2021	2_114	2	114	2_114	B			1.1935	0.75202	0.19349	0.32975	416	18.908	14.489					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_114_2019	2019	2_114	2	114	2_114	C			1.207	0.7257	0.207	0.378	405	20.154	14.852					281128604		149	4	0	0	0	0	Color_Stress	Cont_Dul	SY	21	118	28.4														
2_114_2021	2021	2_114	2	114	2_114	C			1.2737	0.6661	0.2737	0.50128	428	19.376	13.14					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_114_2021	2021	2_114	2	114	2_114	D			1.2262	0.72102	0.22624	0.38693	418	18.957	13.958					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_114_2021	2021	2_114	2	114	2_114	E			1.2531	0.76174	0.25309	0.31278	419	19.001	14.81					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_114_2021	2021	2_114	2	114	2_114	F			1.2493	0.79344	0.24928	0.26034	414	18.826	15.192					281128562	281174520	137	6	5			5	Carryover	Prev_Control	ASY	20.5	116	28.8	20	122	29.5											
2_116_2021	2021	2_116	2	116	2_116	A			1.2049	0.76716	0.20487	0.30351	429	20.267	16.038					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_116_2021	2021	2_116	2	116	2_116	B			1.1896	0.68388	0.18957	0.46224	447	21.138	14.763					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_116_2021	2021	2_116	2	116	2_116	C			1.2363	0.6776	0.2363	0.4758	434	20.523	14.265					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_116_2021	2021	2_116	2	116	2_116	D			1.2062	0.658	0.2062	0.5199	427	20.178	13.612					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_116_2021	2021	2_116	2	116	2_116	E			1.2407	0.7426	0.24073	0.34662	405	19.197	14.593					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_116_2021	2021	2_116	2	116	2_116	F			1.2341	0.78777	0.2341	0.26941	398	18.796	15.127					278171875	281128726	137	6	5			5	Carryover	Prev_Control	ASY	20.5	114	28.3														
2_117_2019	2019	2_82	2	117	2_117	D			1.3101	0.6357	0.3101	0.5731	421	20.333	13.421					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_117_2019	2019	2_117	2	117	2_117	D			1.3041	0.6794	0.3041	0.4719	437	19.502	13.662					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_117_2019	2019	2_82	2	117	2_117	E			1.2647	0.6508	0.2647	0.5365	424	20.467	13.688					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_117_2019	2019	2_117	2	117	2_117	E			1.2581	0.6349	0.2581	0.575	473	20.918	13.847					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_117_2019	2019	2_117	2	117	2_117	F			1.2849	0.6214	0.2849	0.6093	498	22.199	14.043					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_117_2019	2019	2_82	2	117	2_117	F			1.2316	0.6748	0.2316	0.4819	422	20.413	14.345					278171875	281128726	138	6	6	6	51	4	Color_Stress	Pred_Dul	SY	21.5	116.5	27.8	20	120	26.1				1	4	0	5				
2_118_2021	2021	2_118	2	118	2_118	A	2	2t6	1.2066	0.75761	0.2066	0.31994	478	20.401	15.708					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_118_2021	2021	2_118	2	118	2_118	B	1.8	2t6	1.2671	0.72247	0.26708	0.38414	451	19.357	14.448					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_118_2021	2021	2_118	2	118	2_118	C	1.8	2t6	1.1856	0.71958	0.18559	0.3897	451	19.267	14.173					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_118_2021	2021	2_118	2	118	2_118	D	2.1	2t6	1.2112	0.68563	0.21117	0.45852	487	20.84	14.686					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_118_2021	2021	2_118	2	118	2_118	E	1.8	1	1.1802	0.7239	0.18023	0.3814	451	19.183	14.149					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_118_2021	2021	2_118	2	118	2_118	F	2	2t6	1.2339	0.74184	0.23387	0.348	487	20.797	15.593					281128553	281174524	132	6	6			6	Carryover	Prev_Cort	ASY	22	118	28.6	19.5	123	28.5											
2_120_2021	2021	2_120	2	120	2_120	A	1.7	2	1.2822	0.68804	0.28219	0.4534	494	20.865	14.713					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_120_2021	2021	2_120	2	120	2_120	B	1.8	2	1.3114	0.63933	0.31139	0.56414	504	21.329	13.806					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_120_2021	2021	2_120	2	120	2_120	C	1.8	3t6	1.2507	0.65678	0.25066	0.52258	492	20.856	13.838					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_120_2021	2021	2_120	2	120	2_120	D	2	3t6	1.2273	0.64226	0.22728	0.55699	510	21.579	14.138					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_120_2021	2021	2_120	2	120	2_120	E	1.9	3t6	1.2386	0.67585	0.23863	0.47963	500	21.169	14.481					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_120_2021	2021	2_120	2	120	2_120	F	2.1	3t6	1.1731	0.74477	0.17306	0.34269	499	21.116	15.954					281128454	281174566	132	6	6			6	Cold_Snap	Cold_Control	ASY	23.75	118	29.1	19	124	29.3											
2_121_2021	2021	2_121	2	121	2_121	A			1.1497	0.87437	0.14973	0.14368	337	17.876	16.003					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_121_2021	2021	2_121	2	121	2_121	B			1.0595	0.8323	0.0595	0.2015	336	17.745	14.8					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_121_2021	2021	2_121	2	121	2_121	C			1.1482	0.7918	0.1482	0.2629	342	18.042	14.542					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_121_2021	2021	2_121	2	121	2_121	D			1.1559	0.7765	0.1559	0.2878	349	18.431	14.574					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_121_2021	2021	2_121	2	121	2_121	E			1.1499	0.8524	0.1499	0.1732	329	17.388	15.073					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_121_2021	2021	2_121	2	121	2_121	F			1.121	0.86321	0.12099	0.15847	337	17.665	15.683					272107748	281174104	135	6	6			6	Carryover	Prev_Control	ASY	24	121	29.2	19.5	126	29.2											
2_123_2021	2021	2_123	2	123	2_123	A			1.1448	0.75216	0.14481	0.3295	476	19.735	14.78				file is unit 1 but pretty sure is unit 2	281174007	281128625	134	7	7			7	Cold_Snap	Cold_Cold	ASY	22.5	120	28.7	20	124	28.6											
2_123_2021	2021	2_123	2	123	2_123	B			1.208	0.72059	0.20799	0.38775	468	19.24	14.26					281174007	281128625	134	7	7			7	Cold_Snap	Cold_Cold	ASY	22.5	120	28.7	20	124	28.6											
2_123_2021	2021	2_123	2	123	2_123	C			1.1844	0.73281	0.18442	0.36461	434	17.856	13.157					281174007	281128625	134	7	7			7	Cold_Snap	Cold_Cold	ASY	22.5	120	28.7	20	124	28.6											
2_123_2021	2021	2_123	2	123	2_123	D			1.2525	0.72968	0.25249	0.37047	449	18.498	13.791					281174007	281128625	134	7	7			7	Cold_Snap	Cold_Cold	ASY	22.5	120	28.7	20	124	28.6											
2_123_2021	2021	2_123	2	123	2_123	E			1.1895	0.7373	0.18946	0.3563	445	18.428	13.525					281174007	281128625	134	7	7			7	Cold_Snap	Cold_Cold	ASY	22.5	120	28.7	20	124	28.6											
2_124_2019	2019	2.124.2019c	2	124	2_124	B			1.2593	0.6182	0.2593	0.6177	549	21.61	13.842					272107161		149	2	0	0	0	0	Color_Stress	Cont_Con	ASY	19	117	28.3														
2_126_2021	2021	2_126	2	126	2_126	A			1.2506	0.73565	0.25056	0.35935	464	20.402	15.221				file is unit 1 but pretty sure is unit 2	281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
2_126_2021	2021	2_126	2	126	2_126	B			1.2262	0.69952	0.22617	0.42955	450	19.813	14.111					281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
2_126_2021	2021	2_126	2	126	2_126	C			1.2833	0.68138	0.28325	0.46762	464	20.337	14.253					281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
2_126_2021	2021	2_126	2	126	2_126	D			1.2695	0.67853	0.26954	0.47378	466	20.468	14.146					281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
2_126_2021	2021	2_126	2	126	2_126	E			1.2603	0.7043	0.26026	0.41985	475	20.886	15.076					281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
2_126_2021	2021	2_126	2	126	2_126	F			1.2447	0.778	0.24473	0.28535	453	19.705	15.664					281174510	281128546	135	6	2			2	Carryover	Prev_Control	ASY	20	118	28.4	20	127	28.7											
	2019	2_54	2	54?		E			1.2248	0.6665	0.2248	0.5003	417	20.855	14.295			yes	mother uncertain																												
	2019	2_54	2	54?		F			1.1884	0.7165	0.1884	0.3956	401	20.052	14.898			yes	mother uncertain																												
